_id,app,career_growth,ceo_rating,cleansing_effect,consumer_reviews,flavor,followers,id,job_security,mem_rating,oral_health_impact,overall_benefits,results,review_content,review_date,review_time,review_tite,reviewer_country,reviewer_name,salary_and_benefits,status,url,value_for_money,views,work_environment
5c508126034cab234c6480ad,,,,0.0,colgate_total,0.0,25 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qmpqqqlnq,,3.0,0.0,0.0,,"Overall, this is a pretty good toothpaste. It gets the job done. It's not one of those ''I have to have this toothpaste and only this one''. But it works.",Mar-08-2004,04:11:AM,Colgate Total toothpaste is here to stay.,Kanata canada,tenderbloodrose,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qmpqqqlnq,,63 Reviews,
5c508126034cab234c6480ae,,,,0.0,colgate_total,0.0,69 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-pppqspplq,,4.0,0.0,0.0,,"I am glad to be born in a world which has invented the toothpaste. In another era, I would have died a bachelor.",Feb-04-2004,07:26:PM,It's the time to ''kiss'' ko...,chennai india,preran,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-pppqspplq,,49 Reviews,
5c508126034cab234c6480af,,,,0.0,colgate_total,0.0,227 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-oruonqlqn,,5.0,0.0,0.0,,Dr.Shafique,Aug-23-2002,11:25:PM,''Good by every respect'',Mumbai India,Dr.Shafique,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-oruonqlqn,,52 Reviews,
5c508126034cab234c6480b0,,,,0.0,colgate_total,0.0,1 Follower,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-mtnsnqmum,,4.0,0.0,0.0,,here I would like to add that other fluoride toothpastes are also good and give the same advantage to the consumer. for example pepsodent also contains fluoride and is good .,Mar-09-2002,12:34:PM,Good product,chandigarh india,betwixttheeyes,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-mtnsnqmum,,8 Reviews,
5c508126034cab234c6480b1, (via Android App),,,5.0,colgate_total,4.0,18 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-urmnntrlqrn,,4.0,5.0,4.0,,Overall its a good choice of toothpaste for a healthy theeth.,Aug-28-2018,02:23:PM,CHOOSE THIS FOR ALL ROUND ORAL PROTECTION,Chandigarh India,clickonakash,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-urmnntrlqrn,,54 Reviews,
5c508126034cab234c6480b2, (via Android App),,,5.0,colgate_total,5.0,19 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-sllpptsooqn,,5.0,5.0,5.0,,Im using colgate toothpaste from 4 years my teeth was in yellow colour before using colgate I have seen colgate in the advertisement and started using colgate my teeth started whitening and there are many advantages by using colgate like it reduces plaque and it reduces gingivity many of the dentists also refer colgate for better teeth colgate keeps our mouth fresh for long time u can feel fresh and cool mouth with the help of colgate Colgate strengthens enamel and it fights with cavities colgate removes stains on teeth,Apr-08-2018,10:02:AM,Colgate toothpaste,Jagtial India,galliboys4466,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-sllpptsooqn,,35 Reviews,
5c508126034cab234c6480b3, (via Mobile),,,1.0,colgate_total,2.0,,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-ommntluloqn,,1.0,1.0,1.0,,It is banned in America but why not in India think friends& stop using it.,Apr-05-2018,04:49:PM,Banned In America,Farrukhabad India,8188amitkumar,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-ommntluloqn,,8 Reviews,
5c508126034cab234c6480b4, (via Android App),,,3.0,colgate_total,2.0,32 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-tmmputtloqn,,1.0,2.0,2.0,,"Many peoples who are not crest fan use colgate total as it advertised to improve both gums  and teeth health. I used colgate total myself briefly until I learned about the danger of triclosan, the anti bacterial used in colgate well I dont think it is worth the risk when there are other toothpaste in th market that do not have triclosan .current research also shows that triclosan might contribute to the development of antibiotic resistance germs and also can harm our immune system.",Apr-05-2018,04:33:PM,Use at your own risk,Kotdwara India,rawatshobha163,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-tmmputtloqn,,43 Reviews,
5c508126034cab234c6480b5, (via iOS App),,,1.0,colgate_total,2.0,29 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-nusoumploqn,,1.0,1.0,2.0,,They only tell exaggerating lies in their ads And it never works as they say.,Apr-05-2018,10:19:AM,Exaggerating lies in ads,I Am From Amritsar And Live As A Student In Chandigarh  India,mr_randhawa0001,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-nusoumploqn,,17 Reviews,
5c508126034cab234c6480b6, (via Android App),,,5.0,colgate_total,4.0,14 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-opursssunqn,,5.0,5.0,5.0,,"This is a good toothpaste and does it's job, keep my teeths nice and white and feeling clean for longer. The texture of the toothpaste is much more pleasant in taste. Not a toothpaste we can use for the whole family, but then adult teeth and infant teeth are not quite the same. Cardboard packaging for recycling. Comes in the difference size, but we find the longer sized toothpaste more economical. Overall would recommend this toothpaste for it's reasonable pricing, and ability  to keep teenth white and clean.",Apr-04-2018,05:17:PM,Excellent,Dehradun India,sakibansari3263,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-opursssunqn,,26 Reviews,
5c508126034cab234c6480b7, (via Android App),,,3.0,colgate_total,3.0,17 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-splnqsnrtpn,,3.0,3.0,3.0,,Hi about this product I honestly comment that yes its a good product. Price and taste both are good. Quality just like other toothpastes. I like it and would like to continue using it. My son also like its taste and it is pocket friendly. Taste is quite good. Its a good product and your money is not wasted over it.,Feb-23-2018,03:12:PM,You can use it.,Ranchi India,meenakshi270209,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-splnqsnrtpn,,19 Reviews,
5c508126034cab234c6480b8, (via Android App),,,5.0,colgate_total,5.0,3 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-spmotnptton,,5.0,5.0,5.0,,I am using this product for last 24 yrs till now. Colgate is the best toothpast for me.While using colgate I feel fresh and happy.All my lazyness gone by having colgate.It make my teeth and gums stronger.Not only me but my family too use colgate as oralcare.Quality of colgate is unbettable with affordable price.I am happy with this product.,Dec-17-2017,11:35:PM,Colgatr,Mumbai India,1993sudeepa,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-spmotnptton,,33 Reviews,
5c508126034cab234c6480b9, (via Android App),,,3.0,colgate_total,1.0,29 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rnuommnnpon,,1.0,1.0,1.0,,Hello friends.i am indirajith.now share my personel opinion about this colgate total tooth paste. This is the bad tasted toothpaste.if you brush with this toothpaste.your tougue will loss slow your tastbuds for few hours.there is no improvements in this tooth paste.only the packages are changing.thats a cool starategy.but I am not a fool to buy colgate toothpaste. The toothpaste have mints reason for avoid bad smell in mouth.but its not done this job.if you brush with this paste.after few hours your tastes are slowed.and mouth smells are still continues.it only survive for just 3 hours. Its not acceptable aspect in toothpaste brands.i totally disapointed.and I quit this paste for 6 years.in advertisementa the dentists are to suggest colgate.but they are not a original dentists .they are just a actors for this add. I am not suggest to use this paste for your oral hygeine Thanks for reading my review,Nov-26-2017,01:50:AM,Bad toothpaste for oral health,Nagapattinam India,indirajithmba,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rnuommnnpon,,127 Reviews,
5c508126034cab234c6480ba, (via Android App),,,3.0,colgate_total,5.0,80 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qsptnpoosnn,,2.0,2.0,2.0,,"Hi friends now I will share my experience with the colgate total. last month I used this colgate toothpaste due to this bump inside of the lip. When I went to the mirror I was shocked. The entered lower part of my mouth looked like it had white dead skin red bumps underneath.  White dead skin similar to the skin of a blister. I consulted the doctor  he suggest to stop the colgate toothpaste than I stopped.generally if we use more than one time, the enamel problem also occured high percentage of chemicals used for the fresh breathness, whiting, gum protection etc.according to mine this is not suitable for me. Thank you friends",Oct-25-2017,12:20:PM,Highly toxic,Machilipatnam  India,nareshgandrapu,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qsptnpoosnn,,71 Reviews,
5c508126034cab234c6480bb, (via Mobile),,,4.0,colgate_total,4.0,,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rontprqmsnn,,4.0,4.0,4.0,,cleanses very well.the Colgate total toothpaste  comes with a squeeze tube which is stable and does not ever leak.,Oct-24-2017,07:35:AM,Colgate total tooth paste,,,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rontprqmsnn,,2 Reviews,
5c508126034cab234c6480bc, (via Android App),,,1.0,colgate_total,1.0,62 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-ssropssnnnn,,1.0,1.0,1.0,,Stop buying artificail things like colgate which actually does no good to you.,Sep-20-2017,11:55:AM,Do not buy,Mumbai India,009arpan,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-ssropssnnnn,,138 Reviews,
5c508126034cab234c6480bd, (via Android App),,,1.0,colgate_total,1.0,30 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-urpttrsurmn,,1.0,1.0,1.0,,Thank You,Aug-19-2017,03:09:AM,Colgate Bad Toothpaste,New Delhi India,gauravmahna720,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-urpttrsurmn,,25 Reviews,
5c508126034cab234c6480be, (via Android App),,,5.0,colgate_total,5.0,,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-oolpttnnrmn,,3.0,5.0,5.0,,After using Colgate for several years now I got an opportunity to change the tooth paste on several occations on holiday travels or some other short term tours but I was not comfortable in using them I had some sort of difference in the roughness after cleaning with other tooth paste.Colgate Total is best for Teeths.,Aug-14-2017,07:25:PM,Colgate Total is Best for Teeth,Mumbai India,djskennedy,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-oolpttnnrmn,,13 Reviews,
5c508126034cab234c6480bf, (via Android App),,,4.0,colgate_total,4.0,48 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qqsspopmomn,,4.0,4.0,5.0,,Colgate is one of the best FMCG product and the most trusted toothpaste in India. If you haven't try Colgate yet then it's time for to to buy one and try it.,Jul-29-2017,06:43:AM,Good Toothpaste,Shillong India,tengphans,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qqsspopmomn,,59 Reviews,
5c508126034cab234c6480c0, (via Android App),,,4.0,colgate_total,4.0,7 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rmopqootnmn,,4.0,4.0,4.0,,"But I guess that's inflation for you. All in all, I don't see me shifting my brand loyalties for many many years. This is the best toothpaste.",Jul-27-2017,07:13:PM,Minty fresh mouth,Dhule India,nadimshah08,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rmopqootnmn,,14 Reviews,
5c508126034cab234c6480c1, (via Android App),,,1.0,colgate_total,1.0,375 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-mutqmmrtmmn,,1.0,1.0,1.0,,Thankyou,Jul-23-2017,06:36:PM,Colgate not trusting,"Ranchi, Jharkhand India",himanshutoppo,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-mutqmmrtmmn,,424 Reviews,
5c508126034cab234c6480c2, (via Mobile),,,2.0,colgate_total,1.0,26 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-pontmoruuln,,2.0,1.0,1.0,,If you want to play it safe I would stay away from triclosan containing products especially if you are pregnant.,Jul-15-2017,07:00:PM,COLGATE TOTAL Tooth Paste,Bhopal India,rjkanu21,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-pontmoruuln,,9 Reviews,
5c508126034cab234c6480c3,,,,4.0,colgate_total,5.0,2 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-ttnnnoqtuln,,3.0,4.0,4.0,,All paste has same cleaning efficacy but d  difference is of flavour n that colgate gives uuu nice flavour.other than that its just upon you how you are maintaining your oral hygiene.,Jul-15-2017,11:21:AM,Paste for cleaning deposits.,Allahabad India,rashmi_1,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-ttnnnoqtuln,,12 Reviews,
5c508126034cab234c6480c4, (via Android App),,,5.0,colgate_total,5.0,17 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-tsupnommsln,,5.0,5.0,5.0,,"Now coming towards overall benefit as I told earlier it has lemon, camohor etc. Lemon whitens the teeth, camphor gives fresh breath, basil helps fighting gums and much more. This toothpaste has got the right name, colgate total because it has a solution for every dental problem.",Jul-04-2017,04:53:PM,"It has got a right name ""total""",Shimla India,pritishghalta09,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-tsupnommsln,,33 Reviews,
5c508126034cab234c6480c5, (via Android App),,,5.0,colgate_total,5.0,19 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-tllpnqnpqln,,4.0,4.0,4.0,,I love this paste and I suggest every one to use this paste. For your tooth and gum safety this is best taste ??,Jun-28-2017,12:52:PM,This is best toothpaste,Vadodara India,raju7662,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-tllpnqnpqln,,28 Reviews,
5c508126034cab234c6480c6,,,,1.0,colgate_total,1.0,31 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rppsrotstum,,1.0,1.0,1.0,,etc this single paste is enough for it,Jun-07-2017,01:07:PM,Total care ???,Hyderabad India,saiyashwanth99,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rppsrotstum,,39 Reviews,
5c508126034cab234c6480c7,,,,4.0,colgate_total,4.0,170 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-tsnrnnolutm,,4.0,4.0,4.0,,"I ma a regular customer of Colgate toothpaste as me and my family are using Colgate toothpaste from last three years and it is suited to all the members of my family as its quality is very good. The Colgate toothpaste have great cleansing effect which last longer keep the mouth fresh which the requirement of us. Several flavours are available in Colgate toothpaste like flavours of lemon, salt, and many more are going to come. It helps to keep or improve oral health and make a great impact on health and even this toothpaste is offered by dentists too. So overall benefits of this toothpaste is it keeps mouth fresh and it makes the teeth clean and white. It's a great go try it.",May-02-2017,04:42:PM,Colgate- e great toothpaste,Rajgarh India,Aayush_kamediya,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-tsnrnnolutm,,166 Reviews,
5c508126034cab234c6480c8,,,,4.0,colgate_total,4.0,9 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rlsrtusursm,,4.0,4.0,4.0,,"Colgate is a very good brand and has a very reputated name in the market for a decade . I also used this product for about a month, and the results this product shows is just amazing . It is always upto the mark, colgate has never compromised in the built up quality and material. The product is a bit costly but is totally worth it. After using this your mouth feels fresh and healthy. Although I have used many other products but no other product take care of my teeths like colgate did. Just brush your teeth with colgate twice a day and no need to worry about your teeths any more . The best part is the flavour of the paste it is very minty and gives a very after cool effect and keeps your mouth fresh all the day. There are many advantages of it - it fight germs, it prevents tartar. and reduces bad breath etc . At last it is a great product which must be used by everyone.",Mar-21-2017,01:49:AM,COLGATE TOTAL TOOTHPASTE,New Delhi India,salujaprince8,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rlsrtusursm,,23 Reviews,
5c508126034cab234c6480c9,,,,4.0,colgate_total,4.0,,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rrtolulopsm,,3.0,4.0,4.0,,"THE PASTE WHICH MAKES HAPPIER FROM KIDS TO ELDER PERSONS .IT IS REALLY HELPS TO KEEP MOUTH CLEAN AND PREVENT GERMS  PROBLEMS.MOUTH PROBLEMS LIKE CAVITY, MOUTH BAD BRETH,  AND OTHER EXTRA PROBLEMS . I USE COLGATE FROM CHILDHOOD AND ITS USED BY ALL MY FAMILY MEMBERS .EVERYBODY IS HAPPY TO USE COLGATE .THERE IS NO ANY PROBLEM OF TEETH WHILE WE ALL USING COLGATE SO I REALLY THANK TO THE PRODUCT COLGATE .AND I RECOMMEND IT TO USE ALL THE PEOPLE BECOZ THERE IS NO ANOTHER TOOTHPASTE LIKE COLGATE . COLGATE MAKES FRESH MORNING.  SO THE COLGATE IS THE BEST CARING PRODUCT OF ME AND MY FAMILY . THE COLGATE PASTE COLOUR IS WHITE AND COLGATE HELP TO KEEP OUR TEETH WHITE AS SELF COLOUR .SO I LOVE THE PRODUCT ""COLGATE"".",Mar-13-2017,12:56:PM,NO.1 TOOTHPASTE,India,poojasonawane298,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rrtolulopsm,,1 Review,
5c508126034cab234c6480ca,,,,2.0,colgate_total,3.0,21 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-tttmnmsnmsm,,3.0,3.0,2.0,,"When I think about this product instantly it will remind me the advertisement which I ve been watching the same advertisement for years together but a little change in video but the same concept and with the lines worlds's number one toothpaste, it doesnt create much difference when you usethat product and the flavour  is also a boring one.there is only one good thing about this product that will come in our budget and best for poor people who are living a joint familes etc",Feb-27-2017,10:18:PM,Average one with great publicity,Guntur India,krishgun1,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-tttmnmsnmsm,,59 Reviews,
5c508126034cab234c6480cb, (via Android App),,,4.0,colgate_total,4.0,57 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-nmsnomtrtrm,,4.0,4.0,5.0,,It is a good toothpaste.It like everyone ( 90% ).I also tell with my expreriance.Its tooth cleasing effect is too good .This toothpaste use too much people so it is a popular product.It has many flaver as chocolate flaver and etc.After using this your tooth condicition is stay also good.If I tell its overall benefits are also good.,Feb-18-2017,02:24:PM,Gift of scientist............,Tamluk India,9932210344a,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-nmsnomtrtrm,,27 Reviews,
5c508126034cab234c6480cc,,,,5.0,colgate_total,5.0,1 Follower,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-uqmttrlptrm,,3.0,4.0,5.0,,I  m really like colgate because it is calci lock and cavity protection & I m also it good for our teeth and good also ouoral protection and taste also good by this we can get total protection for our teeth and whitness also the cleansing effect is also good it is recommandable product almost used by everone . and also doctor suggest this colgate the flavour were also good really improvement on our teeth overall benefit is really good because there is much more effective result in this colgate ans also money value product I relly like it thank you??,Feb-17-2017,05:27:PM,I like it & my favirte colgate,Jagadhri India,shivamarora323,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-uqmttrlptrm,,3 Reviews,
5c508126034cab234c6480cd, (via iOS App),,,5.0,colgate_total,5.0,352 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rslqoqlptrm,,5.0,5.0,5.0,,I really like colgate because it is calci lock and cavity protection and also it is good for our teeth and good also our oral protection and taste also good by this we can get total protection for our teeth and whitness also the cleansing effect is also good it is recommandable product almost used by everone . and also doctor suggest this colgate the flavour were also good  really improvement on our teeth overall benefit is really good because there is much more effective result in this colgate ans also money value product.,Feb-17-2017,05:22:PM,Colgate,Ratlam India,bulbulmalhotra666,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rslqoqlptrm,,303 Reviews,
5c508126034cab234c6480ce, (via Android App),,,5.0,colgate_total,5.0,95 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-purnslpqorm,,5.0,5.0,5.0,,Everyone knows about this toothpaste and all loves it as like me.Colgate toothpaste is my family toothpaste.I use colgate toothpaste till my childhood.its very effective toothpaste for teeth.your teeth always become white if you use it regularly.its not only usefull for teeth but also helpfull for reduce pimples.and also helpfull for mouth bad smell.for tooth decay its the best medicine.its always perform its level best till many years.its cleansing process is very good.you always feel fresh in the morning if you use it.,Feb-03-2017,09:05:PM,Best toothpaste,Guwahati India,razssssarkar88,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-purnslpqorm,,414 Reviews,
5c508126034cab234c6480cf, (via Mobile),,,4.0,colgate_total,4.0,33 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rlqoosnpmrm,,4.0,4.0,4.0,,"My family have always used colgate toothpaste, and I've always found  it leaving my mouth fresh and cleam. I'm almost 24 now and been using it my whole life, I've never had a filing! It's  never irritated my tongve or gums . It  dose the job  really wedl highly recommended.  It's  also readily available in supermarkets.",Jan-28-2017,07:06:PM,My ....... toothpaste,Chendarpur  India,kiranmanda,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-rlqoosnpmrm,,12 Reviews,
5c508126034cab234c6480d0, (via Android App),,,2.0,colgate_total,1.0,202 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qmstqttpsqm,,2.0,2.0,1.0,,The colgate company has a great timing of tge thing in tge market thats why people of this country has a great demands on it but this time this product are so much effertless that they cant be usen in the further use who have been using the great flushing in their mouth sensation but this could be great for the uoper ages tgey are continueisly used,Jan-19-2017,03:49:AM,Toottaly effort,Kolkata Balurghat India,Smtlm,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-qmstqttpsqm,,650 Reviews,
5c508126034cab234c6480d1, (via Android App),,,4.0,colgate_total,4.0,20 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-nqoqrtnrmqm,,4.0,4.0,4.0,,Colgate total is good toothpaste. colgate is leading company in whole world. Colgate total keeps ypu teeth clean and gums healthy. if tou clean you lr teeths with this toothpaste in 4-5 days you will feel that your teeths are covered in very thin protective layer which never leads to cavity. It will protects tour teeths for almost 6 to 7 hours from results I believe is good. Tou can clean your tooth with it twice a day. once in morning and once during night before going to sleep. if you do that you will ha e very less tooth peoblems. This is very good choice for your oral care. it also keeps your breath fresh to the far time possible.,Jan-01-2017,09:16:AM,Colgate Total,Malout India,Vikram_Aulakh,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-nqoqrtnrmqm,,19 Reviews,
5c508126034cab234c6480d2,,,,4.0,colgate_total,4.0,36 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-lpuopnoutpm,,3.0,4.0,5.0,,I prefer and suggest to use colgate,Dec-24-2016,04:06:AM,Colgate best one,India India,bmbhatkar781,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-lpuopnoutpm,,42 Reviews,
5c508126034cab234c6480d3,,,,4.0,colgate_total,4.0,11 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-puspulmoqpm,,4.0,4.0,5.0,,"The Brand Colgate is the Oldest an best among the other toothpaste, my grandfather generation to my gen next uses colgate and very much satisfied, it has tasty flavor that my younger brother love to brush his teeth regularly in morning and before sleeping, and it also provide white and shine teeth, and in our Family no one is suffering from dental problem, no sensitivity, no pain in teeth and enjoy every type of food be it ice cream, cold coffee, hot tea, Colgate will provide overall benefits.",Dec-10-2016,07:40:PM,Old is Gold for teeth,Lucknow India,atithik,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-puspulmoqpm,,49 Reviews,
5c508126034cab234c6480d4,,,,2.0,colgate_total,2.0,46 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-ummstlqrmpm,,1.0,2.0,1.0,,"Hi all, I used to use Colgate toothpaste earlier but I had a bad experience. My teeth were healthy and fine as I used to use Ayurvedic tooth powder but then my friend suggested this tooth paste. Colgate total toothpaste. After using this for few weeks, my teeth started to loose their healthiness. I never had sensitivity problem earlier but after few weeks of using this when I had ice cream, my tooth got a kind of shock. Then I could drink hot tea/ coffee also. My teeth became sensitive and started to loose there whiteness and turned to some what pale yellow. My teeth didn't improve but got worsened. I didn't feel any refresh ness also after using this. I wouldn't recommend this to any one. Its very harsh on my teeth.",Nov-22-2016,10:59:PM,Avoid it..,Hubli India,sumagram,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-ummstlqrmpm,,189 Reviews,
5c508126034cab234c6480d5,,,,5.0,colgate_total,5.0,10 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-tnsuqqlnuom,,5.0,5.0,5.0,,"There are many branded toothpaste available in the market  such as pepsodent, sensodyne, close up, colgate etc. I am here to tell about the colgate is one of the toothpaste. it's one brand is colgate total. it is the excellent toothpaste. it is best for our teeth.it is the mouth freshner toothpaste. it fight with germs and product our teeth and make  our teeth strong. before use this I uses many branded toothpaste but it is the best toothpaste from all the other toothpastes. I uses it for last 2 years. it is the best ever toothpaste. it's taste is different from others . it's one feature is that it is also a sensodyne toothpaste it protect us from senstivity my all family members uses it also. they can't brush with any other toothpaste and I am also.  so our all family members used this and don't like other toothpaste. it's price is in anyone's budget. I recommend to all use only colgate total toothpaste. I am thankful to colgate brand that they had discovered this toothpaste.",Nov-09-2016,02:07:PM,Clean my teeth,Sonepat India,sharmamonika,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-tnsuqqlnuom,,62 Reviews,
5c508126034cab234c6480d6, (via Android App),,,4.0,colgate_total,4.0,25 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-umpqptqlrom,,5.0,4.0,5.0,,"I’ve always used Colgate and I have had no reason to change brands at all. Although I’ve tried other brands I usually feel that my mouth feels fresher with Colgate total. My teeth feel cleaner, and my mouth feels minty fresh. The only downside is that the prices are going up – but I guess that’s inflation for you. All in all, I don’t see me shifting my brand loyalties for many many years. so I suggest you to use this brand toothpaste. because taste is good. clean your tooth good. And after brush it gives you fresh feel and smell. it available at every small stores at just rs.84 for 200gm. and rs.44 for 100gm pack.",Oct-26-2016,05:05:PM,Feel fresh with Colgate,Bihar India,adityaraj00012,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-umpqptqlrom,,22 Reviews,
5c508126034cab234c6480d7, (via Android App),,,1.0,colgate_total,1.0,,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-nmnotolroom,,2.0,1.0,2.0,,Colgate toothpaste as it shows so good in advertisement.as far as I have used it I didn't liked it too much . Because as it shows in the  TV that after awakening in morning we are feeling lazy and by using colgate toothpaste we can feel fresh and light. But I have bad experience by using this.by using this I didn't feel like brushing my teeth.i feel like more lazy .and also I didn't feel fresh.,Oct-14-2016,08:12:PM,Not soo good,- India,sanaroshan,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-nmnotolroom,,13 Reviews,
5c508126034cab234c6480d8,,,,4.0,colgate_total,4.0,31 Followers,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-lumsurssunm,,4.0,3.0,4.0,,"This Colgate Total Toothpaste is world class brand, the Colgate company has good name and fame in the Market. We can avoid the problems of teeth with this using of Colgate Total Toothpaste. As per my knowledge here I strongly recommending to all this is very good for our teeth. Just try to use this Colgate Total Toothpaste you'll never fell bad. We can improve the whiteness on our teeth with the help of Colgate Total Toothpaste. This toothpaste is suitable for children and adults. In reasonable price this toothpaste gives quality service to the teeth.",Sep-28-2016,08:39:PM,Awesome Toothpaste,Hyderabad India,praveenkumarreddy59,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-lumsurssunm,,68 Reviews,
5c508126034cab234c6480d9,,,,5.0,colgate_total,5.0,1 Follower,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-pmrsotropnm,,5.0,5.0,5.0,,I hope this product stays on the market a long time and does not change.,Aug-31-2016,11:05:AM,Totally Satisfied.,"Delhi, India India",joyaroy14aug,,1,https://www.mouthshut.com/review/Colgate-Total-Toothpaste-review-pmrsotropnm,,2 Reviews,
